# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/work/geisingerlab/Mark/REF_GENOMES/17978-mff/NZ_CP012004.gtf" "-o" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/featurecounts/counts.txt" "-p" "-t" "transcript" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam
gene-ACX60_RS05130	NZ_CP012004.1	1085415	1087259	-	1845	883	1353	1334	729	745	794	607	695	888
gene-ACX60_RS05135	NZ_CP012004.1	1087260	1088510	-	1251	528	626	795	560	458	553	507	530	649
gene-ACX60_RS05140	NZ_CP012004.1	1088497	1089393	-	897	106	203	165	108	134	161	143	147	174
gene-ACX60_RS05145	NZ_CP012004.1	1089393	1090133	-	741	100	120	144	118	139	92	99	104	155
gene-ACX60_RS05150	NZ_CP012004.1	1090327	1091769	-	1443	207	236	381	212	195	242	287	306	347
gene-ACX60_RS05155	NZ_CP012004.1	1091873	1092355	-	483	13663	23505	25756	18716	18290	21491	12982	15279	17170
gene-ACX60_RS05160	NZ_CP012004.1	1092491	1093777	-	1287	1071	1604	1542	1388	1518	1612	936	1019	1141
gene-ACX60_RS05165	NZ_CP012004.1	1093877	1095196	-	1320	1479	1918	2143	2186	2204	2346	1770	1857	2177
gene-ACX60_RS05170	NZ_CP012004.1	1095369	1097072	+	1704	2766	4038	4466	3658	3516	4287	3881	4190	4531
gene-ACX60_RS05175	NZ_CP012004.1	1097473	1099710	+	2238	47548	69536	67174	59492	62128	63336	48015	57427	59570
gene-ACX60_RS05180	NZ_CP012004.1	1099828	1100616	-	789	2243	3406	3418	3071	3420	3380	2303	2682	3160
gene-ACX60_RS05185	NZ_CP012004.1	1100817	1102073	+	1257	2548	4034	4390	1830	1885	2009	1158	1245	1621
gene-ACX60_RS05190	NZ_CP012004.1	1102174	1102665	-	492	28	26	44	17	17	30	54	60	30
gene-ACX60_RS05195	NZ_CP012004.1	1102666	1103076	-	411	13	28	42	26	23	33	57	55	59
gene-ACX60_RS19475	NZ_CP012004.1	1103303	1103428	-	126	1	0	1	0	0	0	0	2	0
gene-ACX60_RS05200	NZ_CP012004.1	1103425	1104603	-	1179	20	24	50	19	12	16	38	20	27
gene-ACX60_RS05205	NZ_CP012004.1	1104700	1105581	+	882	653	924	962	860	723	941	881	1047	1277
gene-ACX60_RS05210	NZ_CP012004.1	1105779	1107173	+	1395	2223	3412	3559	3619	3822	3975	3670	4290	4387
gene-ACX60_RS05215	NZ_CP012004.1	1107322	1108137	+	816	209	274	291	343	321	405	361	429	435
gene-ACX60_RS05220	NZ_CP012004.1	1108260	1111022	+	2763	7564	11628	13378	9699	8872	11012	8452	10380	10675
gene-ACX60_RS05225	NZ_CP012004.1	1111080	1111463	-	384	145	235	305	235	219	273	157	129	230
gene-ACX60_RS05230	NZ_CP012004.1	1111567	1112199	+	633	135	190	259	184	160	186	216	227	298
gene-ACX60_RS05235	NZ_CP012004.1	1112235	1113698	-	1464	773	1058	1214	794	746	793	773	744	965
gene-ACX60_RS05240	NZ_CP012004.1	1113864	1114247	+	384	61	81	95	59	41	51	51	40	46
gene-ACX60_RS05245	NZ_CP012004.1	1114363	1114974	+	612	294	510	605	354	393	434	259	350	335
gene-ACX60_RS05250	NZ_CP012004.1	1115017	1116315	+	1299	3036	4818	5041	3953	3810	4393	3177	3885	4188
gene-ACX60_RS05255	NZ_CP012004.1	1116377	1117081	+	705	463	747	768	550	532	506	477	524	661
gene-ACX60_RS05260	NZ_CP012004.1	1117214	1117852	+	639	866	1438	1407	1596	1382	1787	1092	1176	1411
gene-ACX60_RS05265	NZ_CP012004.1	1117997	1120834	+	2838	6481	9162	10474	8904	9119	10781	7606	8235	8396
gene-ACX60_RS05270	NZ_CP012004.1	1120890	1121906	-	1017	279	466	437	418	458	453	623	632	788
gene-ACX60_RS05275	NZ_CP012004.1	1122073	1122768	-	696	560	871	1135	640	593	1003	720	723	748
gene-ACX60_RS05280	NZ_CP012004.1	1122909	1123979	+	1071	12701	19078	21860	12721	10743	15087	18067	17567	22218
gene-ACX60_RS05285	NZ_CP012004.1	1123992	1125086	+	1095	12008	19240	20002	16186	14309	16730	20001	21662	26259
gene-ACX60_RS05290	NZ_CP012004.1	1125153	1125728	-	576	74	91	150	78	53	99	89	80	102
gene-ACX60_RS05295	NZ_CP012004.1	1125848	1126744	+	897	431	663	630	553	523	444	329	327	398
gene-ACX60_RS05300	NZ_CP012004.1	1126863	1127564	-	702	2296	3629	4163	2825	3353	2609	880	984	1169
gene-ACX60_RS05305	NZ_CP012004.1	1128032	1129405	+	1374	16019	23019	25401	25314	25844	29724	18390	19722	21517
gene-ACX60_RS05310	NZ_CP012004.1	1129408	1130940	+	1533	12222	16644	19146	19110	19617	22072	13403	14695	15863
gene-ACX60_RS05315	NZ_CP012004.1	1131217	1132647	+	1431	620	641	588	192	234	508	533	516	570
gene-ACX60_RS05320	NZ_CP012004.1	1132719	1133204	-	486	77	72	53	21	26	60	49	33	47
gene-ACX60_RS05325	NZ_CP012004.1	1133339	1135060	+	1722	122	141	153	73	45	108	137	124	125
gene-ACX60_RS05330	NZ_CP012004.1	1135201	1136580	+	1380	95	83	97	60	50	54	64	60	74
gene-ACX60_RS05335	NZ_CP012004.1	1137036	1138067	+	1032	248	302	415	288	358	304	244	258	221
gene-ACX60_RS05340	NZ_CP012004.1	1138168	1139547	+	1380	511	824	818	781	901	728	719	772	731
gene-ACX60_RS05345	NZ_CP012004.1	1139544	1140941	+	1398	717	1147	1106	1094	1025	1068	916	923	1118
gene-ACX60_RS05350	NZ_CP012004.1	1140955	1141857	+	903	806	1200	1409	970	925	1144	719	939	998
gene-ACX60_RS05355	NZ_CP012004.1	1142004	1142966	+	963	4802	8751	7983	5594	6123	5829	4284	5305	5319
gene-ACX60_RS05360	NZ_CP012004.1	1143242	1145431	+	2190	688	978	1277	789	684	911	855	873	1060
gene-ACX60_RS05365	NZ_CP012004.1	1145479	1146120	-	642	147	154	210	135	136	197	158	202	199
gene-ACX60_RS05370	NZ_CP012004.1	1146203	1147591	-	1389	3627	5923	7130	7352	6510	8573	7739	9073	8692
gene-ACX60_RS05375	NZ_CP012004.1	1147646	1148380	-	735	604	897	880	920	861	968	799	787	925
gene-ACX60_RS05380	NZ_CP012004.1	1148394	1149527	-	1134	2930	4025	4057	3541	3414	3999	2996	3236	3642
gene-ACX60_RS05385	NZ_CP012004.1	1149532	1150020	-	489	2603	3617	3348	3301	3488	3281	2633	2952	3543
gene-ACX60_RS05390	NZ_CP012004.1	1150140	1150685	-	546	263	415	483	316	307	440	380	368	408
gene-ACX60_RS05395	NZ_CP012004.1	1150785	1151933	-	1149	2224	3242	3801	3024	2790	3484	2202	2438	2549
gene-ACX60_RS05400	NZ_CP012004.1	1152060	1152482	-	423	792	1399	1723	1275	1313	1492	455	532	653
gene-ACX60_RS05405	NZ_CP012004.1	1152630	1153001	-	372	87	149	168	106	94	136	134	148	165
gene-ACX60_RS05410	NZ_CP012004.1	1153104	1153871	+	768	1125	1744	1680	1154	1237	1256	1052	1076	1487
gene-ACX60_RS05415	NZ_CP012004.1	1153986	1154816	+	831	2541	4093	4332	4067	4526	4213	2208	2782	3044
gene-ACX60_RS05420	NZ_CP012004.1	1154918	1155847	+	930	3759	5204	5494	4131	3711	4423	5275	5719	7129
gene-ACX60_RS05425	NZ_CP012004.1	1155905	1158523	-	2619	7293	10838	10632	7546	8571	8089	7090	7928	9435
gene-ACX60_RS05430	NZ_CP012004.1	1158690	1160879	+	2190	1850	2936	3310	2472	2459	3162	2447	2677	2964
gene-ACX60_RS05435	NZ_CP012004.1	1160882	1161283	+	402	192	436	590	342	332	449	326	325	381
gene-ACX60_RS05440	NZ_CP012004.1	1161417	1162388	+	972	565	731	909	624	518	673	697	710	766
gene-ACX60_RS05445	NZ_CP012004.1	1162582	1162806	+	225	14538	24488	24584	24864	26753	30142	20266	23450	24007
gene-ACX60_RS05450	NZ_CP012004.1	1162869	1164977	-	2109	538	690	810	604	478	679	638	607	811
gene-ACX60_RS05455	NZ_CP012004.1	1164974	1166719	-	1746	461	721	937	559	483	558	539	594	758
gene-ACX60_RS05460	NZ_CP012004.1	1166735	1167751	-	1017	758	1184	1403	1021	981	1224	1030	1049	1147
gene-ACX60_RS05465	NZ_CP012004.1	1167825	1168394	+	570	4322	7845	9178	9061	9167	10416	8192	9451	9993
gene-ACX60_RS05470	NZ_CP012004.1	1168561	1170657	+	2097	3526	5269	4770	3024	3633	3325	3430	3876	4345
gene-ACX60_RS05475	NZ_CP012004.1	1170660	1170962	+	303	237	440	421	281	288	321	362	356	349
gene-ACX60_RS05480	NZ_CP012004.1	1171131	1171207	+	77	11	12	18	6	6	27	8	11	21
gene-ACX60_RS19825	NZ_CP012004.1	1171472	1173418	+	1947	274	404	417	264	242	395	330	343	501
gene-ACX60_RS20000	NZ_CP012004.1	1173429	1174757	+	1329	82	103	145	81	50	85	84	85	106
gene-ACX60_RS05490	NZ_CP012004.1	1174991	1175857	+	867	38	43	79	38	14	57	24	42	40
gene-ACX60_RS05495	NZ_CP012004.1	1175887	1176771	+	885	38	101	89	52	44	61	45	50	64
gene-ACX60_RS05500	NZ_CP012004.1	1177010	1178029	+	1020	36	49	56	42	23	32	48	38	64
gene-ACX60_RS05505	NZ_CP012004.1	1178029	1179021	+	993	118	142	196	119	132	140	121	114	178
gene-ACX60_RS05510	NZ_CP012004.1	1179064	1179894	+	831	46	61	59	38	26	42	38	40	36
gene-ACX60_RS05515	NZ_CP012004.1	1179956	1180636	-	681	116	152	165	115	111	146	123	120	126
gene-ACX60_RS05520	NZ_CP012004.1	1180819	1181739	+	921	128	157	197	146	113	170	129	151	187
gene-ACX60_RS05525	NZ_CP012004.1	1181988	1182911	+	924	157	254	237	150	154	164	158	150	193
gene-ACX60_RS05530	NZ_CP012004.1	1182981	1184486	-	1506	99	161	149	119	127	108	86	73	150
gene-ACX60_RS05535	NZ_CP012004.1	1184542	1185462	-	921	77	92	96	65	68	59	42	63	67
gene-ACX60_RS05540	NZ_CP012004.1	1185471	1186418	-	948	6	22	32	31	37	18	25	33	20
gene-ACX60_RS05545	NZ_CP012004.1	1186441	1187481	-	1041	31	28	36	32	25	27	36	24	14
gene-ACX60_RS05550	NZ_CP012004.1	1187646	1188665	+	1020	49	78	76	38	46	66	68	83	60
gene-ACX60_RS19480	NZ_CP012004.1	1188938	1189051	+	114	1	7	10	3	2	5	6	5	4
gene-ACX60_RS05555	NZ_CP012004.1	1189104	1190507	+	1404	120	191	242	137	84	181	185	140	176
gene-ACX60_RS05560	NZ_CP012004.1	1190809	1191324	+	516	0	8	28	12	4	6	20	18	32
gene-ACX60_RS05565	NZ_CP012004.1	1191349	1192377	-	1029	53	62	122	34	54	67	62	44	44
gene-ACX60_RS05570	NZ_CP012004.1	1193199	1193762	+	564	6	7	6	12	5	3	2	4	4
gene-ACX60_RS19670	NZ_CP012004.1	1193924	1194163	+	240	15	31	41	16	18	35	18	22	22
gene-ACX60_RS05575	NZ_CP012004.1	1194198	1194884	-	687	193	356	299	290	312	270	229	251	229
gene-ACX60_RS05580	NZ_CP012004.1	1195129	1196097	-	969	28	26	48	16	32	24	30	38	30
gene-ACX60_RS05585	NZ_CP012004.1	1196351	1196974	+	624	58	77	95	83	63	82	59	72	72
gene-ACX60_RS05590	NZ_CP012004.1	1196971	1197831	-	861	35	22	40	28	38	30	38	29	24
gene-ACX60_RS05595	NZ_CP012004.1	1198224	1200071	+	1848	41	82	89	51	72	62	43	64	82
gene-ACX60_RS05600	NZ_CP012004.1	1200142	1202169	-	2028	72	62	82	64	58	60	74	66	90
gene-ACX60_RS20005	NZ_CP012004.1	1202670	1202801	+	132	0	0	0	0	0	0	0	0	0
gene-ACX60_RS05605	NZ_CP012004.1	1202801	1203742	+	942	17	12	20	8	10	13	30	8	21
gene-ACX60_RS05610	NZ_CP012004.1	1203742	1204689	+	948	20	16	18	23	11	11	27	28	23
gene-ACX60_RS05615	NZ_CP012004.1	1204686	1205456	+	771	21	29	43	38	26	33	43	66	32
gene-ACX60_RS05620	NZ_CP012004.1	1205463	1206431	+	969	127	162	158	130	139	122	192	204	219
gene-ACX60_RS05625	NZ_CP012004.1	1206517	1208844	+	2328	284	412	523	343	294	312	406	435	609
gene-ACX60_RS05630	NZ_CP012004.1	1208914	1210224	-	1311	132	227	204	118	176	148	182	194	181
gene-ACX60_RS05635	NZ_CP012004.1	1210272	1213214	-	2943	119	173	182	166	153	174	209	162	171
gene-ACX60_RS05640	NZ_CP012004.1	1213376	1215004	+	1629	42	35	40	22	32	36	37	33	37
gene-ACX60_RS05645	NZ_CP012004.1	1215022	1215891	+	870	10	27	42	23	26	34	20	28	39
gene-ACX60_RS05650	NZ_CP012004.1	1216009	1217160	+	1152	39	68	65	78	67	67	66	70	79
gene-ACX60_RS05660	NZ_CP012004.1	1217406	1219016	+	1611	125	178	161	145	193	197	234	225	262
gene-ACX60_RS05665	NZ_CP012004.1	1219013	1220608	+	1596	229	283	300	284	225	285	262	279	330
gene-ACX60_RS05670	NZ_CP012004.1	1220681	1221415	+	735	24	22	55	30	24	44	42	30	31
gene-ACX60_RS05675	NZ_CP012004.1	1221426	1222181	+	756	15	47	65	36	34	38	50	44	55
gene-ACX60_RS05680	NZ_CP012004.1	1222306	1223475	+	1170	23	33	47	11	25	22	50	42	33
gene-ACX60_RS05685	NZ_CP012004.1	1223596	1224843	-	1248	5559	8603	9660	8454	8498	9476	5979	6558	7051
gene-ACX60_RS05690	NZ_CP012004.1	1225143	1226216	+	1074	2018	3061	3304	2689	2563	3212	2193	2542	2965
gene-ACX60_RS05695	NZ_CP012004.1	1226223	1227017	+	795	179	268	241	305	297	364	306	336	377
gene-ACX60_RS05700	NZ_CP012004.1	1227167	1227637	+	471	1315	2372	2934	817	677	1036	691	699	1015
gene-ACX60_RS05705	NZ_CP012004.1	1227699	1229591	+	1893	103	183	177	124	109	133	127	117	156
gene-ACX60_RS05710	NZ_CP012004.1	1229659	1230810	-	1152	393	682	827	672	625	705	309	373	454
gene-ACX60_RS05715	NZ_CP012004.1	1230972	1231520	-	549	2369	3020	3261	3306	2840	3730	3256	3150	3570
gene-ACX60_RS05720	NZ_CP012004.1	1231783	1233282	+	1500	219	256	302	335	312	290	240	250	317
gene-ACX60_RS05725	NZ_CP012004.1	1233284	1235659	+	2376	520	698	711	598	677	623	496	549	655
gene-ACX60_RS05730	NZ_CP012004.1	1235666	1236649	+	984	217	292	208	255	206	226	184	219	257
gene-ACX60_RS05735	NZ_CP012004.1	1236660	1237355	-	696	879	1411	1280	1125	1097	1203	1026	1123	1156
gene-ACX60_RS05740	NZ_CP012004.1	1237365	1238171	-	807	1353	1977	2182	1848	1724	2030	1811	1969	2184
gene-ACX60_RS05745	NZ_CP012004.1	1238181	1239230	-	1050	2748	4019	4263	3774	3700	3696	3285	3622	4030
gene-ACX60_RS05750	NZ_CP012004.1	1239586	1242318	+	2733	166	238	247	121	201	178	157	176	213
gene-ACX60_RS05755	NZ_CP012004.1	1242326	1245097	+	2772	1322	2013	2166	1438	1490	1609	1266	1315	1487
gene-ACX60_RS05760	NZ_CP012004.1	1245194	1245778	-	585	1658	2273	2532	2411	2018	2362	2130	2107	2476
gene-ACX60_RS05765	NZ_CP012004.1	1246074	1247876	-	1803	2158	3198	3277	2493	2760	2410	1921	2352	2659
gene-ACX60_RS05770	NZ_CP012004.1	1247873	1249414	-	1542	614	968	856	694	870	665	521	608	674
gene-ACX60_RS05775	NZ_CP012004.1	1250149	1251564	+	1416	23037	35321	33185	54423	54439	64077	49131	57013	59047
gene-ACX60_RS05780	NZ_CP012004.1	1251690	1252199	+	510	343	423	475	361	309	456	452	429	564
gene-ACX60_RS05785	NZ_CP012004.1	1252196	1253074	+	879	749	1041	972	943	780	830	778	943	1125
gene-ACX60_RS05790	NZ_CP012004.1	1253185	1254642	+	1458	394	585	574	229	200	292	194	216	264
gene-ACX60_RS05795	NZ_CP012004.1	1254754	1254954	+	201	6	15	19	21	10	25	29	17	15
gene-ACX60_RS05800	NZ_CP012004.1	1254964	1255407	-	444	159	208	199	163	154	238	192	171	192
gene-ACX60_RS05805	NZ_CP012004.1	1255464	1255539	-	76	26	16	26	30	14	25	20	24	33
gene-ACX60_RS05810	NZ_CP012004.1	1255718	1255793	-	76	101	97	107	128	100	116	111	119	165
gene-ACX60_RS05815	NZ_CP012004.1	1255802	1255877	-	76	6	4	6	0	1	3	3	1	2
gene-ACX60_RS05820	NZ_CP012004.1	1256024	1256650	-	627	8489	12733	15146	13877	11957	15968	11942	14688	13646
gene-ACX60_RS05825	NZ_CP012004.1	1256796	1257554	-	759	410	552	725	446	442	596	445	471	574
gene-ACX60_RS05830	NZ_CP012004.1	1257748	1258923	+	1176	2141	3158	3372	2754	2760	2876	1993	2091	2607
gene-ACX60_RS05835	NZ_CP012004.1	1258973	1260211	-	1239	1759	2414	2554	1836	1774	1778	1591	1855	2011
gene-ACX60_RS05840	NZ_CP012004.1	1260303	1262573	-	2271	12574	18933	20785	19023	18135	21814	19222	22937	22039
gene-ACX60_RS05845	NZ_CP012004.1	1262810	1265659	-	2850	829	1150	1567	1181	894	1506	1466	1249	1548
gene-ACX60_RS05850	NZ_CP012004.1	1265794	1266516	-	723	815	1196	1304	1114	980	1275	1235	1141	1211
gene-ACX60_RS05855	NZ_CP012004.1	1266535	1267371	-	837	5320	7351	8971	8564	7034	10298	8784	9048	9224
gene-ACX60_RS05860	NZ_CP012004.1	1267443	1268825	-	1383	27196	38310	44696	46609	41640	50153	39706	44768	47932
gene-ACX60_RS05865	NZ_CP012004.1	1269047	1269583	+	537	62	113	114	93	80	84	92	76	66
gene-ACX60_RS05870	NZ_CP012004.1	1269622	1270005	-	384	143	189	167	158	104	186	109	101	115
gene-ACX60_RS05875	NZ_CP012004.1	1270109	1272574	-	2466	740	940	1081	985	1065	916	777	879	1119
gene-ACX60_RS05880	NZ_CP012004.1	1272858	1273871	-	1014	9043	12675	11789	13072	13186	12101	10939	11816	13773
gene-ACX60_RS05885	NZ_CP012004.1	1274068	1275480	+	1413	6303	9304	9279	6431	6717	6689	4530	4922	6008
gene-ACX60_RS05895	NZ_CP012004.1	1275724	1276938	-	1215	229	288	286	257	181	207	142	220	313
gene-ACX60_RS05900	NZ_CP012004.1	1277113	1278459	-	1347	112	140	152	114	112	146	112	108	120
gene-ACX60_RS05905	NZ_CP012004.1	1278872	1279990	-	1119	1066	1692	1702	2263	2319	2211	374	312	384
gene-ACX60_RS05910	NZ_CP012004.1	1280195	1281022	-	828	1430	2096	1828	1473	1947	1830	1311	1329	1319
gene-ACX60_RS05915	NZ_CP012004.1	1281232	1281984	+	753	63299	86651	100788	100674	85986	118609	104148	117568	121299
gene-ACX60_RS05920	NZ_CP012004.1	1282122	1282997	+	876	27974	40759	42507	43851	39792	52494	48289	60739	55798
gene-ACX60_RS05925	NZ_CP012004.1	1283063	1283548	+	486	95	168	206	116	88	130	109	134	146
gene-ACX60_RS05930	NZ_CP012004.1	1283646	1284470	+	825	111	203	215	104	112	144	83	131	106
gene-ACX60_RS05935	NZ_CP012004.1	1284565	1285281	+	717	51	62	83	60	33	45	30	54	64
gene-ACX60_RS05940	NZ_CP012004.1	1285283	1285600	+	318	1	1	0	9	1	0	1	2	5
gene-ACX60_RS05945	NZ_CP012004.1	1285641	1286093	-	453	69	68	128	54	50	66	80	80	76
gene-ACX60_RS05950	NZ_CP012004.1	1286650	1287267	-	618	8603	12336	14095	11810	9351	13714	12554	13769	13890
gene-ACX60_RS05955	NZ_CP012004.1	1287558	1288559	-	1002	1903	3086	3093	2760	2825	2974	1945	2178	2466
gene-ACX60_RS05960	NZ_CP012004.1	1288579	1289721	-	1143	1306	1700	1719	1512	1882	1681	1322	1277	1686
gene-ACX60_RS05965	NZ_CP012004.1	1289850	1290500	-	651	646	960	1332	987	697	1270	1087	1169	1109
gene-ACX60_RS05970	NZ_CP012004.1	1290524	1291336	-	813	972	1412	1558	1505	1282	1752	1561	1718	1877
gene-ACX60_RS05975	NZ_CP012004.1	1291333	1292106	-	774	774	994	1086	1049	1060	1318	1295	1497	1616
gene-ACX60_RS05980	NZ_CP012004.1	1292103	1293038	-	936	592	1004	1049	852	795	1051	893	956	1095
gene-ACX60_RS05985	NZ_CP012004.1	1293156	1293232	-	77	39	33	53	51	56	68	55	28	75
gene-ACX60_RS05990	NZ_CP012004.1	1293332	1293967	-	636	44	65	80	81	55	54	102	66	81
gene-ACX60_RS05995	NZ_CP012004.1	1294112	1294798	-	687	247	331	417	275	230	318	259	309	369
gene-ACX60_RS06000	NZ_CP012004.1	1295048	1296277	+	1230	207	289	300	214	156	205	263	286	337
gene-ACX60_RS19490	NZ_CP012004.1	1296301	1296462	-	162	1	1	3	3	4	3	0	0	5
gene-ACX60_RS06005	NZ_CP012004.1	1296523	1297776	+	1254	9576	13722	13822	15439	15327	16931	13219	15447	15944
gene-ACX60_RS06010	NZ_CP012004.1	1297817	1299265	-	1449	295	398	488	428	373	489	328	359	542
gene-ACX60_RS06015	NZ_CP012004.1	1299278	1302457	-	3180	300	428	440	362	392	399	400	385	519
gene-ACX60_RS06020	NZ_CP012004.1	1302464	1303681	-	1218	88	96	103	87	94	104	92	114	185
gene-ACX60_RS06025	NZ_CP012004.1	1303879	1304910	+	1032	245	457	358	311	412	343	274	362	333
gene-ACX60_RS06030	NZ_CP012004.1	1305085	1305870	+	786	84	130	172	184	152	285	236	237	253
gene-ACX60_RS06035	NZ_CP012004.1	1305962	1306651	+	690	42	45	77	108	105	136	80	82	117
gene-ACX60_RS06040	NZ_CP012004.1	1306648	1307361	+	714	50	69	53	107	84	92	123	158	140
gene-ACX60_RS06045	NZ_CP012004.1	1307371	1308147	+	777	50	85	77	105	78	98	90	94	124
gene-ACX60_RS06050	NZ_CP012004.1	1308220	1308549	-	330	86	130	158	111	114	156	195	173	180
gene-ACX60_RS06055	NZ_CP012004.1	1308785	1309048	-	264	258	433	506	413	370	432	298	291	377
gene-ACX60_RS06060	NZ_CP012004.1	1309051	1310421	-	1371	5098	7635	8043	6720	6724	7076	4654	5251	6045
gene-ACX60_RS06065	NZ_CP012004.1	1310478	1311944	-	1467	223	332	316	220	191	239	239	303	357
gene-ACX60_RS06070	NZ_CP012004.1	1312174	1313043	+	870	59	102	134	63	87	61	105	94	105
gene-ACX60_RS06075	NZ_CP012004.1	1313098	1313877	-	780	1002	1406	1667	1555	1369	1842	1318	1515	1432
gene-ACX60_RS06080	NZ_CP012004.1	1313982	1314710	+	729	317	441	442	315	413	441	298	361	453
gene-ACX60_RS06085	NZ_CP012004.1	1314720	1315988	-	1269	137	201	216	179	169	176	155	236	237
gene-ACX60_RS06090	NZ_CP012004.1	1316276	1318033	+	1758	98	146	186	111	62	112	125	116	177
gene-ACX60_RS06095	NZ_CP012004.1	1318115	1318474	+	360	163	227	276	108	96	145	77	86	108
gene-ACX60_RS06100	NZ_CP012004.1	1318582	1319244	+	663	157	279	307	195	182	214	186	206	198
gene-ACX60_RS06105	NZ_CP012004.1	1319241	1320599	+	1359	261	377	475	269	268	335	338	354	444
gene-ACX60_RS06110	NZ_CP012004.1	1320665	1320835	-	171	82	186	177	144	120	174	136	140	169
gene-ACX60_RS06115	NZ_CP012004.1	1320972	1321871	+	900	292	496	581	320	342	425	292	340	348
gene-ACX60_RS06120	NZ_CP012004.1	1321893	1322444	-	552	504	783	785	800	746	810	526	610	574
gene-ACX60_RS06125	NZ_CP012004.1	1322465	1324861	-	2397	6354	9142	9319	9701	10711	9686	7024	7624	8382
gene-ACX60_RS06130	NZ_CP012004.1	1325047	1325955	+	909	3138	4839	4437	4457	4352	4813	4604	4711	5149
gene-ACX60_RS06135	NZ_CP012004.1	1325952	1326224	+	273	536	729	829	674	572	767	702	752	830
gene-ACX60_RS06140	NZ_CP012004.1	1326426	1327439	-	1014	1093	1531	1804	1174	1030	1288	1492	1424	1706
gene-ACX60_RS06145	NZ_CP012004.1	1327938	1329296	+	1359	1830	2653	3033	3097	2762	3328	3139	3084	3453
gene-ACX60_RS06150	NZ_CP012004.1	1329460	1330605	+	1146	296	445	475	256	247	299	223	244	329
gene-ACX60_RS06155	NZ_CP012004.1	1330649	1331593	-	945	91	163	218	108	162	163	120	171	179
gene-ACX60_RS06160	NZ_CP012004.1	1331779	1332888	+	1110	2911	4018	3918	2982	3411	3227	2742	3018	3514
gene-ACX60_RS06165	NZ_CP012004.1	1332997	1335243	+	2247	8928	13739	13521	10524	10963	11454	9472	10762	12266
gene-ACX60_RS06170	NZ_CP012004.1	1335371	1335754	+	384	309	524	493	421	366	467	381	395	429
gene-ACX60_RS06175	NZ_CP012004.1	1335925	1337385	+	1461	1372	2198	2132	1595	1812	1699	1282	1479	1638
gene-ACX60_RS06180	NZ_CP012004.1	1337421	1338467	-	1047	323	473	667	242	214	303	275	241	317
gene-ACX60_RS06185	NZ_CP012004.1	1338727	1339185	-	459	100	162	264	75	54	80	56	60	94
gene-ACX60_RS06190	NZ_CP012004.1	1339198	1339581	-	384	36	106	140	43	22	38	42	33	52
